Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Noix de muscade, fleur de muscade, cardamomes, crues","2017","g/personne/jour","0.06"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Noix de muscade, fleur de muscade, cardamomes, crues","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Noix de muscade, fleur de muscade, cardamomes, crues","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Noix de muscade, fleur de muscade, cardamomes, crues","2017","million kcal","8092.78"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Noix de muscade, fleur de muscade, cardamomes, crues","2017","tonnes","144.17"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Noix de muscade, fleur de muscade, cardamomes, crues","2017","tonnes","434.43"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Noix du brésil non décortiquées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Noix du brésil non décortiquées","2017","tonnes","10.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Noix du brésil non décortiquées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Noix du brésil non décortiquées","2017","tonnes","1.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Noix du brésil non décortiquées","2017","tonnes","0.22"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Noix du brésil non décortiquées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Noix du brésil non décortiquées","2017","tonnes","9.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Noix du brésil non décortiquées","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Noix du brésil non décortiquées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Noix du brésil non décortiquées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Noix du brésil non décortiquées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Noix du brésil non décortiquées","2017","million kcal","31.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Noix du brésil non décortiquées","2017","tonnes","0.64"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Noix du brésil non décortiquées","2017","tonnes","3.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Noix du brésil, écalées","2017","tonnes","4471.44"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Noix du brésil, écalées","2017","tonnes","2317.64"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Noix du brésil, écalées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Noix du brésil, écalées","2017","tonnes","2153.8"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Noix du brésil, écalées","2017","Kcal/personne/jour","0.49"
