Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Champignons et truffes","2017","tonnes","139843.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Champignons et truffes","2017","Kcal/personne/jour","1.77"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Champignons et truffes","2017","g/personne/jour","4.64"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Champignons et truffes","2017","g/personne/jour","0.11"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Champignons et truffes","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Champignons et truffes","2017","million kcal","53322.3"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Champignons et truffes","2017","tonnes","3381.41"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Champignons et truffes","2017","tonnes","520.22"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Champignons secs","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Champignons secs","2017","tonnes","2207.46"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Champignons secs","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Champignons secs","2017","tonnes","1383.77"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Champignons secs","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Champignons secs","2017","tonnes","823.69"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Champignons secs","2017","Kcal/personne/jour","0.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Champignons secs","2017","g/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Champignons secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Champignons secs","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Champignons secs","2017","million kcal","2069.35"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Champignons secs","2017","tonnes","101.47"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Champignons secs","2017","tonnes","17.58"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Chanvre","2017","tonnes","753.76"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Chanvre","2017","tonnes","3535.39"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Chanvre","2017","tonnes","92.62"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Chanvre","2017","tonnes","846.78"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Chanvre","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Chanvre","2017","tonnes","2596"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Chanvre","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Châtaignes non décortiquées","2017","tonnes","3292.75"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Châtaignes non décortiquées","2017","tonnes","4797.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Châtaignes non décortiquées","2017","tonnes","940.6"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Châtaignes non décortiquées","2017","tonnes","531.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Châtaignes non décortiquées","2017","tonnes","95.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Châtaignes non décortiquées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Châtaignes non décortiquées","2017","tonnes","3229.35"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Châtaignes non décortiquées","2017","Kcal/personne/jour","0.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Châtaignes non décortiquées","2017","g/personne/jour","0.11"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Châtaignes non décortiquées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Châtaignes non décortiquées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Châtaignes non décortiquées","2017","million kcal","5296.46"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Châtaignes non décortiquées","2017","tonnes","84.54"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Châtaignes non décortiquées","2017","tonnes","49.73"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Chou caraibe","2017","tonnes","4.14"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Chou caraibe","2017","tonnes","13.1"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Chou caraibe","2017","tonnes","11.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Chou caraibe","2017","tonnes","0.1"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Chou caraibe","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Chou caraibe","2017","tonnes","1.58"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Chou caraibe","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Chou caraibe","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Chou caraibe","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Chou caraibe","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Chou caraibe","2017","million kcal","1.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Chou caraibe","2017","tonnes","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Chou caraibe","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Choux","2017","tonnes","790191"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Choux","2017","tonnes","195027.3"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Choux","2017","tonnes","63005.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Choux","2017","tonnes","118226.2"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Choux","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Choux","2017","tonnes","803986.92"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Choux","2017","Kcal/personne/jour","5.73"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Choux","2017","g/personne/jour","26.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Choux","2017","g/personne/jour","0.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Choux","2017","g/personne/jour","0.05"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Choux","2017","million kcal","172857.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Choux","2017","tonnes","14520"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Choux","2017","tonnes","1382.86"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Choux-fleurs et brocolis","2017","tonnes","132561"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Choux-fleurs et brocolis","2017","tonnes","80436.63"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Choux-fleurs et brocolis","2017","tonnes","13018.22"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Choux-fleurs et brocolis","2017","tonnes","25559.72"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Choux-fleurs et brocolis","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Choux-fleurs et brocolis","2017","tonnes","174419.69"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Choux-fleurs et brocolis","2017","Kcal/personne/jour","1.69"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Choux-fleurs et brocolis","2017","g/personne/jour","5.78"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Choux-fleurs et brocolis","2017","g/personne/jour","0.09"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Choux-fleurs et brocolis","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Choux-fleurs et brocolis","2017","million kcal","50825.9"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Choux-fleurs et brocolis","2017","tonnes","2811.65"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Choux-fleurs et brocolis","2017","tonnes","324.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Cidre et autres boissons fermentées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Cidre et autres boissons fermentées","2017","tonnes","33744.77"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Cidre et autres boissons fermentées","2017","tonnes","44739.84"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Cidre et autres boissons fermentées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Cidre et autres boissons fermentées","2017","tonnes","75954.25"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Cidre et autres boissons fermentées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Cidre et autres boissons fermentées","2017","tonnes","2530.36"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Cidre et autres boissons fermentées","2017","Kcal/personne/jour","0.05"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Cidre et autres boissons fermentées","2017","g/personne/jour","0.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Cidre et autres boissons fermentées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Cidre et autres boissons fermentées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Cidre et autres boissons fermentées","2017","million kcal","1391.7"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Cidre et autres boissons fermentées","2017","tonnes","2.53"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Cidre et autres boissons fermentées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Citrons et limes","2017","tonnes","192745.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Citrons et limes","2017","tonnes","19104.86"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Citrons et limes","2017","tonnes","7732.36"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Citrons et limes","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Citrons et limes","2017","tonnes","165908.26"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Citrons et limes","2017","Kcal/personne/jour","1.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Citrons et limes","2017","g/personne/jour","5.5"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Citrons et limes","2017","g/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Citrons et limes","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Citrons et limes","2017","million kcal","50170.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Citrons et limes","2017","tonnes","836.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Citrons et limes","2017","tonnes","597.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Citrouilles, courges et potirons","2017","tonnes","133561"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Citrouilles, courges et potirons","2017","tonnes","104690.32"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Citrouilles, courges et potirons","2017","tonnes","7104.22"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Citrouilles, courges et potirons","2017","tonnes","23825.13"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Citrouilles, courges et potirons","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Citrouilles, courges et potirons","2017","tonnes","207321.97"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Citrouilles, courges et potirons","2017","Kcal/personne/jour","1.67"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Citrouilles, courges et potirons","2017","g/personne/jour","6.87"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Citrouilles, courges et potirons","2017","g/personne/jour","0.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Citrouilles, courges et potirons","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Citrouilles, courges et potirons","2017","million kcal","50503.63"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Citrouilles, courges et potirons","2017","tonnes","2263.96"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Citrouilles, courges et potirons","2017","tonnes","348.3"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Clous de girofles (tiges entières), crus","2017","tonnes","190.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Clous de girofles (tiges entières), crus","2017","tonnes","898.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Clous de girofles (tiges entières), crus","2017","tonnes","-21.47"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Clous de girofles (tiges entières), crus","2017","tonnes","421.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Clous de girofles (tiges entières), crus","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Clous de girofles (tiges entières), crus","2017","tonnes","498.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Clous de girofles (tiges entières), crus","2017","Kcal/personne/jour","0.04"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Clous de girofles (tiges entières), crus","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Clous de girofles (tiges entières), crus","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Clous de girofles (tiges entières), crus","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Clous de girofles (tiges entières), crus","2017","million kcal","1265.37"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Clous de girofles (tiges entières), crus","2017","tonnes","28.4"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Clous de girofles (tiges entières), crus","2017","tonnes","45.83"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Coings","2017","tonnes","3321.76"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Coings","2017","tonnes","559.31"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Coings","2017","tonnes","332.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Coings","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Coings","2017","tonnes","2430.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Coings","2017","Kcal/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Coings","2017","g/personne/jour","0.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Coings","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Coings","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Coings","2017","million kcal","969.68"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Coings","2017","tonnes","6.8"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Coings","2017","tonnes","1.7"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Concombres, cornichons","2017","tonnes","256689"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Concombres, cornichons","2017","tonnes","486633.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Concombres, cornichons","2017","tonnes","35333.22"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Concombres, cornichons","2017","tonnes","89198.64"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Concombres, cornichons","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Concombres, cornichons","2017","tonnes","618790.16"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Concombres, cornichons","2017","Kcal/personne/jour","2.89"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Concombres, cornichons","2017","g/personne/jour","20.52"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Concombres, cornichons","2017","g/personne/jour","0.15"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Concombres, cornichons","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Concombres, cornichons","2017","million kcal","87249.41"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Concombres, cornichons","2017","tonnes","4653.3"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Concombres, cornichons","2017","tonnes","581.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Copra","2017","tonnes","21099.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Copra","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Copra","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Copra","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Crème fraiche","2017","tonnes","578000"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Crème fraiche","2017","tonnes","188539.23"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Crème fraiche","2017","tonnes","196965.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Crème fraiche","2017","tonnes","22996.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Crème fraiche","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Crème fraiche","2017","tonnes","546577.39"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Crème fraiche","2017","Kcal/personne/jour","45.67"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Crème fraiche","2017","g/personne/jour","18.12"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Crème fraiche","2017","g/personne/jour","0.47"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Crème fraiche","2017","g/personne/jour","4.51"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Crème fraiche","2017","million kcal","1377375.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Crème fraiche","2017","tonnes","14211.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Crème fraiche","2017","tonnes","136097.77"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Crème glacée et autres glaces de consommation","2017","tonnes","135345.81"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Crème glacée et autres glaces de consommation","2017","tonnes","153021.45"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Crème glacée et autres glaces de consommation","2017","tonnes","-17676"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Crème glacée et autres glaces de consommation","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Crème glacée et autres glaces de consommation","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Crème glacée et autres glaces de consommation","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Crème glacée et autres glaces de consommation","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Crème glacée et autres glaces de consommation","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Crème glacée et autres glaces de consommation","2017","million kcal","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Crème glacée et autres glaces de consommation","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Crème glacée et autres glaces de consommation","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Dattes","2017","tonnes","21594.63"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Dattes","2017","tonnes","6223.94"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Dattes","2017","tonnes","191.43"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Dattes","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Dattes","2017","tonnes","15179.25"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Dattes","2017","Kcal/personne/jour","1.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Dattes","2017","g/personne/jour","0.5"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Dattes","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Dattes","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Dattes","2017","million kcal","30546.73"
